,School Year,State,Region ##,District,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed (Current),Special Ed (Former),Continu- ously Enrolled,Non-Continu- ously Enrolled,Econ Disadv,EB/EL (Current & Monitored),
At Masters Grade Level,2022,SDA07ARE1322R,RDA07ARE1322R,DDA07ARE1322R,DDB07ARE1322R,DDH07ARE1322R,DDW07ARE1322R,DDI07ARE1322R,DD307ARE1322R,DD407ARE1322R,DD207ARE1322R,DDS07ARE1322R,"DNS07ARE1322R
:unselected:","DNC07ARE1322R
:unselected:",DNM07ARE1322R,DDE07ARE1322R,DD007ARE1322R,
,2021,SDA07ARE1321R,RDA07ARE1321R,DDA07ARE1321R,DDB07ARE1321R,DDH07ARE1321R,DDW07ARE1321R,DDI07ARE1321R,DD307ARE1321R,DD407ARE1321R,DD207ARE1321R,DDS07ARE1321R,"DNS07ARE1321R
:unselected:","DNC07ARE1321R
:unselected:",DNM07ARE1321R,DDE07ARE1321R,DD007ARE1321R,
Grade 7 Mathematics,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2022,SDA07AMA1S22R,RDA07AMA1S22R,DDA07AMA1S22R,DDB07AMA1S22R,DDH07AMA1S22R,DDW07AMA1S22R,DDI07AMA1S22R,DD307AMA1S22R,DD407AMA1S22R,DD207AMA1S22R,DDS07AMA1S22R,"DNS07AMA1S22R
:unselected:","DNC07AMA1S22R
:unselected:",DNM07AMA1S22R,DDE07AMA1S22R,DD007AMA1S22R,
,2021,SDA07AMA1S21R,RDA07AMA1S21R,DDA07AMA1S21R,DDB07AMA1S21R,DDH07AMA1S21R,DDW07AMA1S21R,DDI07AMA1S21R,DD307AMA1S21R,DD407AMA1S21R,DD207AMA1S21R,DDS07AMA1S21R,"DNS07AMA1S21R
:unselected:","DNC07AMA1S21R
:unselected:",DNM07AMA1S21R,DDE07AMA1S21R,"DD007AMA1S21R
:unselected:",
At Meets Grade Level or Above,2022,SDA07AMA1222R,RDA07AMA1222R,DDA07AMA1222R,DDB07AMA1222R,DDH07AMA1222R,DDW07AMA1222R,DDI07AMA1222R,DD307AMA1222R,DD407AMA1222R,DD207AMA1222R,DDS07AMA1222R,"DNS07AMA1222R
:unselected:","DNC07AMA1222R
:unselected:",DNM07AMA1222R,DDE07AMA1222R,DD007AMA1222R,
,2021,SDA07AMA1221R,RDA07AMA1221R,DDA07AMA1221R,DDB07AMA1221R,DDH07AMA1221R,DDW07AMA1221R,DDI07AMA1221R,DD307AMA1221R,DD407AMA1221R,DD207AMA1221R,DDS07AMA1221R,"DNS07AMA1221R
:unselected:",DNC07AMA1221R,DNM07AMA1221R,DDE07AMA1221R,DD007AMA1221R,
At Masters Grade Level,2022,SDA07AMA1322R,RDA07AMA1322R,DDA07AMA1322R,DDB07AMA1322R,DDH07AMA1322R,DDW07AMA1322R,DDI07AMA1322R,DD307AMA1322R,DD407AMA1322R,DD207AMA1322R,DDS07AMA1322R,"DNS07AMA1322R
:unselected:",DNC07AMA1322R,DNM07AMA1322R,DDE07AMA1322R,DD007AMA1322R,
,2021,SDA07AMA1321R,RDA07AMA1321R,DDA07AMA1321R,DDB07AMA1321R,DDH07AMA1321R,DDW07AMA1321R,DDI07AMA1321R,DD307AMA1321R,DD407AMA1321R,DD207AMA1321R,DDS07AMA1321R,"DNS07AMA1321R
:unselected:",DNC07AMA1321R,DNM07AMA1321R,DDE07AMA1321R,DD007AMA1321R,
Grade 8 Reading,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2022,SDA08ARE1S22R,RDA08ARE1S22R,DDA08ARE1S22R,DDB08ARE1S22R,DDH08ARE1S22R,DDW08ARE1S22R,DDI08ARE1S22R,DD308ARE1S22R,DD408ARE1S22R,DD208ARE1S22R,"DDS08ARE1S22R
:unselected:","DNS08ARE1S22R
:unselected:","DNC08ARE1S22R
:unselected:",DNM08ARE1S22R,DDE08ARE1S22R,DD008ARE1S22R,
,2021,SDA08ARE1S21R,RDA08ARE1S21R,DDA08ARE1S21R,DDB08ARE1S21R,DDH08ARE1S21R,DDW08ARE1S21R,DDI08ARE1S21R,DD308ARE1S21R,DD408ARE1S21R,DD208ARE1S21R,DDS08ARE1S21R,DNS08ARE1S21R,DNC08ARE1S21R,DNM08ARE1S21R,DDE08ARE1S21R,DD008ARE1S21R,
At Meets Grade Level or Above,2022,SDA08ARE1222R,RDA08ARE1222R,DDA08ARE1222R,DDB08ARE1222R,DDH08ARE1222R,DDW08ARE1222R,DDI08ARE1222R,DD308ARE1222R,DD408ARE1222R,DD208ARE1222R,DDS08ARE1222R,DNS08ARE1222R,DNC08ARE1222R,DNM08ARE1222R,DDE08ARE1222R,DD008ARE1222R,
,2021,SDA08ARE1221R,RDA08ARE1221R,DDA08ARE1221R,DDB08ARE1221R,DDH08ARE1221R,DDW08ARE1221R,DDI08ARE1221R,DD308ARE1221R,DD408ARE1221R,DD208ARE1221R,DDS08ARE1221R,DNS08ARE1221R,DNC08ARE1221R,DNM08ARE1221R,DDE08ARE1221R,DD008ARE1221R,
At Masters Grade Level,2022,SDA08ARE1322R,RDA08ARE1322R,DDA08ARE1322R,DDB08ARE1322R,DDH08ARE1322R,DDW08ARE1322R,DDI08ARE1322R,DD308ARE1322R,DD408ARE1322R,DD208ARE1322R,DDS08ARE1322R,DNS08ARE1322R,DNC08ARE1322R,DNM08ARE1322R,DDE08ARE1322R,"DD008ARE1322R
:unselected:",
,2021,SDA08ARE1321R,RDA08ARE1321R,DDA08ARE1321R,DDB08ARE1321R,DDH08ARE1321R,DDW08ARE1321R,DDI08ARE1321R,DD308ARE1321R,DD408ARE1321R,DD208ARE1321R,DDS08ARE1321R,DNS08ARE1321R,"DNC08ARE1321R
:unselected:",DNM08ARE1321R,DDE08ARE1321R,DD008ARE1321R,
Grade 8 Mathematics,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2022,SDA08AMA1S22R,RDA08AMA1S22R,DDA08AMA1S22R,DDB08AMA1S22R,DDH08AMA1S22R,DDW08AMA1S22R,DDI08AMA1S22R,DD308AMA1S22R,DD408AMA1S22R,DD208AMA1S22R,DDS08AMA1S22R,DNS08AMA1S22R,"DNC08AMA1S22R
:unselected:",DNM08AMA1S22R,DDE08AMA1S22R,"DD008AMA1S22R
:unselected:",
,2021,SDA08AMA1S21R,RDA08AMA1S21R,DDA08AMA1S21R,DDB08AMA1S21R,DDH08AMA1S21R,DDW08AMA1S21R,DDI08AMA1S21R,DD308AMA1S21R,DD408AMA1S21R,DD208AMA1S21R,DDS08AMA1S21R,DNS08AMA1S21R,DNC08AMA1S21R,DNM08AMA1S21R,DDE08AMA1S21R,DD008AMA1S21R,
At Meets Grade Level or Above,2022,SDA08AMA1222R,RDA08AMA1222R,DDA08AMA1222R,DDB08AMA1222R,DDH08AMA1222R,DDW08AMA1222R,DDI08AMA1222R,DD308AMA1222R,DD408AMA1222R,DD208AMA1222R,DDS08AMA1222R,DNS08AMA1222R,DNC08AMA1222R,DNM08AMA1222R,DDE08AMA1222R,DD008AMA1222R,
,2021,SDA08AMA1221R,RDA08AMA1221R,DDA08AMA1221R,DDB08AMA1221R,DDH08AMA1221R,DDW08AMA1221R,DDI08AMA1221R,DD308AMA1221R,DD408AMA1221R,DD208AMA1221R,DDS08AMA1221R,DNS08AMA1221R,DNC08AMA1221R,DNM08AMA1221R,DDE08AMA1221R,DD008AMA1221R,
At Masters Grade Level,2022,SDA08AMA1322R,RDA08AMA1322R,DDA08AMA1322R,DDB08AMA1322R,DDH08AMA1322R,DDW08AMA1322R,DDI08AMA1322R,DD308AMA1322R,DD408AMA1322R,DD208AMA1322R,DDS08AMA1322R,DNS08AMA1322R,DNC08AMA1322R,DNM08AMA1322R,DDE08AMA1322R,DD008AMA1322R,
,2021,SDA08AMA1321R,RDA08AMA1321R,DDA08AMA1321R,DDB08AMA1321R,DDH08AMA1321R,DDW08AMA1321R,DDI08AMA1321R,DD308AMA1321R,DD408AMA1321R,DD208AMA1321R,DDS08AMA1321R,DNS08AMA1321R,DNC08AMA1321R,DNM08AMA1321R,DDE08AMA1321R,DD008AMA1321R,
Grade 8 Science,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2022,SDA08ASC1S22R,RDA08ASC1S22R,DDA08ASC1S22R,DDB08ASC1S22R,DDH08ASC1S22R,DDW08ASC1S22R,DDI08ASC1S22R,DD308ASC1S22R,DD408ASC1S22R,DD208ASC1S22R,DDS08ASC1S22R,DNS08ASC1S22R,DNC08ASC1S22R,DNM08ASC1S22R,DDE08ASC1S22R,DD008ASC1S22R,
,2021,SDA08ASC1S21R,RDA08ASC1S21R,DDA08ASC1S21R,DDB08ASC1S21R,DDH08ASC1S21R,DDW08ASC1S21R,DDI08ASC1S21R,DD308ASC1S21R,DD408ASC1S21R,DD208ASC1S21R,DDS08ASC1S21R,DNS08ASC1S21R,DNC08ASC1S21R,DNM08ASC1S21R,DDE08ASC1S21R,DD008ASC1S21R,
At Meets Grade Level or Above,2022,SDA08ASC1222R,RDA08ASC1222R,DDA08ASC1222R,DDB08ASC1222R,DDH08ASC1222R,DDW08ASC1222R,DDI08ASC1222R,DD308ASC1222R,DD408ASC1222R,DD208ASC1222R,DDS08ASC1222R,DNS08ASC1222R,DNC08ASC1222R,DNM08ASC1222R,DDE08ASC1222R,DD008ASC1222R,
,2021,SDA08ASC1221R,RDA08ASC1221R,DDA08ASC1221R,DDB08ASC1221R,DDH08ASC1221R,DDW08ASC1221R,DDI08ASC1221R,DD308ASC1221R,DD408ASC1221R,DD208ASC1221R,DDS08ASC1221R,DNS08ASC1221R,DNC08ASC1221R,DNM08ASC1221R,DDE08ASC1221R,DD008ASC1221R,
At Masters Grade Level,2022,SDA08ASC1322R,RDA08ASC1322R,DDA08ASC1322R,DDB08ASC1322R,DDH08ASC1322R,DDW08ASC1322R,DDI08ASC1322R,DD308ASC1322R,DD408ASC1322R,DD208ASC1322R,DDS08ASC1322R,DNS08ASC1322R,DNC08ASC1322R,DNM08ASC1322R,DDE08ASC1322R,DD008ASC1322R,
,2021,SDA08ASC1321R,RDA08ASC1321R,DDA08ASC1321R,DDB08ASC1321R,DDH08ASC1321R,DDW08ASC1321R,DDI08ASC1321R,DD308ASC1321R,DD408ASC1321R,DD208ASC1321R,DDS08ASC1321R,DNS08ASC1321R,DNC08ASC1321R,DNM08ASC1321R,DDE08ASC1321R,DD008ASC1321R,
Grade 8 Social Studies,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2022,SDA08ASS1S22R,RDA08ASS1S22R,DDA08ASS1S22R,DDB08ASS1S22R,DDH08ASS1S22R,DDW08ASS1S22R,DDI08ASS1S22R,DD308ASS1S22R,DD408ASS1S22R,DD208ASS1S22R,DDS08ASS1S22R,DNS08ASS1S22R,DNC08ASS1S22R,DNM08ASS1S22R,DDE08ASS1S22R,DD008ASS1S22R,
,2021,SDA08ASS1S21R,RDA08ASS1S21R,DDA08ASS1S21R,DDB08ASS1S21R,DDH08ASS1S21R,DDW08ASS1S21R,DDI08ASS1S21R,DD308ASS1S21R,DD408ASS1S21R,DD208ASS1S21R,DDS08ASS1S21R,DNS08ASS1S21R,DNC08ASS1S21R,DNM08ASS1S21R,DDE08ASS1S21R,DD008ASS1S21R,
At Meets Grade Level or Above,2022,SDA08ASS1222R,RDA08ASS1222R,DDA08ASS1222R,DDB08ASS1222R,DDH08ASS1222R,DDW08ASS1222R,DDI08ASS1222R,DD308ASS1222R,DD408ASS1222R,DD208ASS1222R,DDS08ASS1222R,DNS08ASS1222R,DNC08ASS1222R,DNM08ASS1222R,DDE08ASS1222R,DD008ASS1222R,
,2021,SDA08ASS1221R,RDA08ASS1221R,DDA08ASS1221R,DDB08ASS1221R,DDH08ASS1221R,DDW08ASS1221R,DDI08ASS1221R,DD308ASS1221R,DD408ASS1221R,DD208ASS1221R,DDS08ASS1221R,DNS08ASS1221R,DNC08ASS1221R,DNM08ASS1221R,DDE08ASS1221R,DD008ASS1221R,
At Masters Grade Level,2022,SDA08ASS1322R,RDA08ASS1322R,DDA08ASS1322R,DDB08ASS1322R,DDH08ASS1322R,DDW08ASS1322R,DDI08ASS1322R,DD308ASS1322R,DD408ASS1322R,DD208ASS1322R,DDS08ASS1322R,DNS08ASS1322R,DNC08ASS1322R,DNM08ASS1322R,DDE08ASS1322R,DD008ASS1322R,
,2021,SDA08ASS1321R,RDA08ASS1321R,DDA08ASS1321R,DDB08ASS1321R,DDH08ASS1321R,DDW08ASS1321R,DDI08ASS1321R,DD308ASS1321R,DD408ASS1321R,DD208ASS1321R,DDS08ASS1321R,DNS08ASS1321R,DNC08ASS1321R,DNM08ASS1321R,DDE08ASS1321R,DD008ASS1321R,
End of Course English I,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2022,SDA00AR11S22R,RDA00AR11S22R,DDA00AR11S22R,DDB00AR11S22R,DDH00AR11S22R,DDW00AR11S22R,DDI00AR11S22R,DD300AR11S22R,DD400AR11S22R,DD200AR11S22R,DDS00AR11S22R,DNS00AR11S22R,DNC00AR11S22R,DNM00AR11S22R,"DDE00AR11S22R
:unselected:","DD000AR11S22R
:unselected:",
,2021,SDA00AR11S21R,RDA00AR11S21R,DDA00AR11S21R,DDB00AR11S21R,DDH00AR11S21R,DDW00AR11S21R,DDI00AR11S21R,DD300AR11S21R,DD400AR11S21R,DD200AR11S21R,DDS00AR11S21R,DNS00AR11S21R,DNC00AR11S21R,DNM00AR11S21R,DDE00AR11S21R,"DD000AR11S21R
:unselected:",
At Meets Grade Level or Above,2022,SDA00AR11222R,RDA00AR11222R,DDA00AR11222R,DDB00AR11222R,DDH00AR11222R,DDW00AR11222R,DDI00AR11222R,DD300AR11222R,DD400AR11222R,DD200AR11222R,DDS00AR11222R,DNS00AR11222R,DNC00AR11222R,DNM00AR11222R,DDE00AR11222R,DD000AR11222R,
,2021,SDA00AR11221R,RDA00AR11221R,DDA00AR11221R,DDB00AR11221R,DDH00AR11221R,DDW00AR11221R,DDI00AR11221R,DD300AR11221R,DD400AR11221R,DD200AR11221R,DDS00AR11221R,DNS00AR11221R,DNC00AR11221R,DNM00AR11221R,"DDE00AR11221R
:unselected:","DD000AR11221R
:unselected:",
At Masters Grade Level,2022,SDA00AR11322R,RDA00AR11322R,DDA00AR11322R,DDB00AR11322R,DDH00AR11322R,DDW00AR11322R,DDI00AR11322R,DD300AR11322R,DD400AR11322R,DD200AR11322R,DDS00AR11322R,DNS00AR11322R,DNC00AR11322R,"DNM00AR11322R
:unselected:","DDE00AR11322R
:unselected:","DD000AR11322R
:unselected:",
,2021,SDA00AR11321R,RDA00AR11321R,DDA00AR11321R,DDB00AR11321R,DDH00AR11321R,DDW00AR11321R,DDI00AR11321R,DD300AR11321R,DD400AR11321R,DD200AR11321R,DDS00AR11321R,DNS00AR11321R,DNC00AR11321R,"DNM00AR11321R
:unselected:","DDE00AR11321R
:unselected:","DD000AR11321R
:unselected:",
End of Course English II,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2022,SDA00AR21S22R,RDA00AR21S22R,DDA00AR21S22R,DDB00AR21S22R,DDH00AR21S22R,DDW00AR21S22R,DDI00AR21S22R,DD300AR21S22R,DD400AR21S22R,DD200AR21S22R,DDS00AR21S22R,DNS00AR21S22R,DNC00AR21S22R,"DNM00AR21S22R
:unselected:",DDE00AR21S22R,"DD000AR21S22R
:unselected:",
,2021,SDA00AR21S21R,RDA00AR21S21R,DDA00AR21S21R,DDB00AR21S21R,DDH00AR21S21R,DDW00AR21S21R,DDI00AR21S21R,DD300AR21S21R,DD400AR21S21R,DD200AR21S21R,DDS00AR21S21R,DNS00AR21S21R,DNC00AR21S21R,"DNM00AR21S21R
:unselected:",DDE00AR21S21R,"DD000AR21S21R
:unselected:",
At Meets Grade Level or Above,2022,SDA00AR21222R,RDA00AR21222R,DDA00AR21222R,DDB00AR21222R,DDH00AR21222R,DDW00AR21222R,DDI00AR21222R,DD300AR21222R,DD400AR21222R,DD200AR21222R,DDS00AR21222R,DNS00AR21222R,DNC00AR21222R,DNM00AR21222R,"DDE00AR21222R
:unselected:","DD000AR21222R
:unselected:",
,2021,SDA00AR21221R,RDA00AR21221R,DDA00AR21221R,DDB00AR21221R,DDH00AR21221R,DDW00AR21221R,DDI00AR21221R,DD300AR21221R,DD400AR21221R,DD200AR21221R,DDS00AR21221R,DNS00AR21221R,DNC00AR21221R,DNM00AR21221R,"DDE00AR21221R
:unselected:","DD000AR21221R
:unselected:",
At Masters Grade Level,2022,SDA00AR21322R,RDA00AR21322R,DDA00AR21322R,DDB00AR21322R,DDH00AR21322R,DDW00AR21322R,DDI00AR21322R,DD300AR21322R,DD400AR21322R,DD200AR21322R,DDS00AR21322R,DNS00AR21322R,DNC00AR21322R,"DNM00AR21322R
:unselected:","DDE00AR21322R
:unselected:","DD000AR21322R
:unselected:",
,2021,SDA00AR21321R,RDA00AR21321R,DDA00AR21321R,DDB00AR21321R,DDH00AR21321R,DDW00AR21321R,DDI00AR21321R,DD300AR21321R,DD400AR21321R,DD200AR21321R,DDS00AR21321R,DNS00AR21321R,DNC00AR21321R,DNM00AR21321R,"DDE00AR21321R
:unselected:",DD000AR21321R,
End of Course Algebra I,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2022,SDA00AA11S22R,RDA00AA11S22R,DDA00AA11S22R,DDB00AA11S22R,DDH00AA11S22R,DDW00AA11S22R,DDI00AA11S22R,DD300AA11S22R,DD400AA11S22R,DD200AA11S22R,DDS00AA11S22R,DNS00AA11S22R,DNC00AA11S22R,"DNM00AA11S22R
:unselected:","DDE00AA11S22R
:unselected:","DD000AA11S22R
:unselected:",
,2021,SDA00AA11S21R,RDA00AA11S21R,DDA00AA11S21R,DDB00AA11S21R,DDH00AA11S21R,DDW00AA11S21R,DDI00AA11S21R,DD300AA11S21R,DD400AA11S21R,DD200AA11S21R,DDS00AA11S21R,DNS00AA11S21R,DNC00AA11S21R,DNM00AA11S21R,DDE00AA11S21R,"DD000AA11S21R
:unselected:",
At Meets Grade Level or Above,2022,SDA00AA11222R,RDA00AA11222R,DDA00AA11222R,DDB00AA11222R,DDH00AA11222R,DDW00AA11222R,DDI00AA11222R,DD300AA11222R,DD400AA11222R,DD200AA11222R,DDS00AA11222R,DNS00AA11222R,DNC00AA11222R,DNM00AA11222R,DDE00AA11222R,DD000AA11222R,
,2021,SDA00AA11221R,RDA00AA11221R,DDA00AA11221R,DDB00AA11221R,DDH00AA11221R,DDW00AA11221R,DDI00AA11221R,DD300AA11221R,DD400AA11221R,DD200AA11221R,DDS00AA11221R,DNS00AA11221R,DNC00AA11221R,"DNM00AA11221R
:unselected:",DDE00AA11221R,"DD000AA11221R
:unselected:",
At Masters Grade Level,2022,SDA00AA11322R,RDA00AA11322R,DDA00AA11322R,DDB00AA11322R,DDH00AA11322R,DDW00AA11322R,DDI00AA11322R,DD300AA11322R,DD400AA11322R,DD200AA11322R,DDS00AA11322R,DNS00AA11322R,DNC00AA11322R,"DNM00AA11322R
:unselected:","DDE00AA11322R
:unselected:","DD000AA11322R
:unselected:",
,2021,SDA00AA11321R,RDA00AA11321R,DDA00AA11321R,DDB00AA11321R,DDH00AA11321R,DDW00AA11321R,DDI00AA11321R,DD300AA11321R,DD400AA11321R,DD200AA11321R,DDS00AA11321R,DNS00AA11321R,DNC00AA11321R,"DNM00AA11321R
:unselected:","DDE00AA11321R
:unselected:",DD000AA11321R,
,,,,,,,,,,,,,,,,,,
,School Year,State,Region ##,District,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed (Current),Special Ed (Former),Continu- ously Enrolled,Non-Continu- ously Enrolled,Econ Disadv,EB/EL (Current & Monitored),
End of Course Biology,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2022,SDA00ABI1S22R,RDA00ABI1S22R,DDA00ABI1S22R,DDB00ABI1S22R,"DDH00ABI1S22R
:unselected:",DDW00ABI1S22R,DDI00ABI1S22R,DD300ABI1S22R,DD400ABI1S22R,DD200ABI1S22R,DDS00ABI1S22R,DNS00ABI1S22R,DNC00ABI1S22R,DNM00ABI1S22R,DDE00ABI1S22R,DD000ABI1S22R,
,2021,SDA00ABI1S21R,RDA00ABI1S21R,DDA00ABI1S21R,DDB00ABI1S21R,"DDH00ABI1S21R
:unselected:",DDW00ABI1S21R,DDI00ABI1S21R,DD300ABI1S21R,DD400ABI1S21R,DD200ABI1S21R,DDS00ABI1S21R,DNS00ABI1S21R,DNC00ABI1S21R,DNM00ABI1S21R,DDE00ABI1S21R,DD000ABI1S21R,
At Meets Grade Level or Above,2022,SDA00ABI1222R,RDA00ABI1222R,DDA00ABI1222R,DDB00ABI1222R,DDH00ABI1222R,DDW00ABI1222R,DDI00ABI1222R,DD300ABI1222R,DD400ABI1222R,DD200ABI1222R,DDS00ABI1222R,DNS00ABI1222R,DNC00ABI1222R,DNM00ABI1222R,DDE00ABI1222R,DD000ABI1222R,
,2021,SDA00ABI1221R,RDA00ABI1221R,DDA00ABI1221R,DDB00ABI1221R,DDH00ABI1221R,DDW00ABI1221R,DDI00ABI1221R,DD300ABI1221R,DD400ABI1221R,DD200ABI1221R,DDS00ABI1221R,DNS00ABI1221R,DNC00ABI1221R,DNM00ABI1221R,DDE00ABI1221R,DD000ABI1221R,
At Masters Grade Level,2022,SDA00ABI1322R,RDA00ABI1322R,DDA00ABI1322R,DDB00ABI1322R,DDH00ABI1322R,DDW00ABI1322R,DDI00ABI1322R,DD300ABI1322R,DD400ABI1322R,DD200ABI1322R,DDS00ABI1322R,DNS00ABI1322R,DNC00ABI1322R,DNM00ABI1322R,DDE00ABI1322R,DD000ABI1322R,
,2021,SDA00ABI1321R,RDA00ABI1321R,DDA00ABI1321R,DDB00ABI1321R,DDH00ABI1321R,DDW00ABI1321R,DDI00ABI1321R,DD300ABI1321R,DD400ABI1321R,DD200ABI1321R,DDS00ABI1321R,DNS00ABI1321R,DNC00ABI1321R,DNM00ABI1321R,DDE00ABI1321R,DD000ABI1321R,
End of Course U.S. History,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2022,SDA00AUS1S22R,RDA00AUS1S22R,DDA00AUS1S22R,DDB00AUS1S22R,DDH00AUS1S22R,DDW00AUS1S22R,DDI00AUS1S22R,DD300AUS1S22R,DD400AUS1S22R,DD200AUS1S22R,DDS00AUS1S22R,DNS00AUS1S22R,DNC00AUS1S22R,DNM00AUS1S22R,DDE00AUS1S22R,DD000AUS1S22R,
,2021,SDA00AUS1S21R,RDA00AUS1S21R,DDA00AUS1S21R,DDB00AUS1S21R,DDH00AUS1S21R,DDW00AUS1S21R,DDI00AUS1S21R,DD300AUS1S21R,DD400AUS1S21R,DD200AUS1S21R,DDS00AUS1S21R,DNS00AUS1S21R,DNC00AUS1S21R,DNM00AUS1S21R,DDE00AUS1S21R,DD000AUS1S21R,
At Meets Grade Level or Above,2022,SDA00AUS1222R,RDA00AUS1222R,DDA00AUS1222R,DDB00AUS1222R,DDH00AUS1222R,DDW00AUS1222R,DDI00AUS1222R,DD300AUS1222R,DD400AUS1222R,DD200AUS1222R,DDS00AUS1222R,DNS00AUS1222R,DNC00AUS1222R,DNM00AUS1222R,DDE00AUS1222R,DD000AUS1222R,
,2021,SDA00AUS1221R,RDA00AUS1221R,DDA00AUS1221R,DDB00AUS1221R,DDH00AUS1221R,DDW00AUS1221R,DDI00AUS1221R,DD300AUS1221R,DD400AUS1221R,DD200AUS1221R,DDS00AUS1221R,DNS00AUS1221R,DNC00AUS1221R,DNM00AUS1221R,DDE00AUS1221R,DD000AUS1221R,
At Masters Grade Level,2022,SDA00AUS1322R,RDA00AUS1322R,DDA00AUS1322R,DDB00AUS1322R,DDH00AUS1322R,DDW00AUS1322R,DDI00AUS1322R,DD300AUS1322R,DD400AUS1322R,DD200AUS1322R,DDS00AUS1322R,DNS00AUS1322R,DNC00AUS1322R,DNM00AUS1322R,DDE00AUS1322R,DD000AUS1322R,
,2021,SDA00AUS1321R,RDA00AUS1321R,DDA00AUS1321R,DDB00AUS1321R,DDH00AUS1321R,DDW00AUS1321R,DDI00AUS1321R,DD300AUS1321R,DD400AUS1321R,DD200AUS1321R,DDS00AUS1321R,DNS00AUS1321R,DNC00AUS1321R,DNM00AUS1321R,DDE00AUS1321R,DD000AUS1321R,
SAT/ACT All Subjects,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2022,SDA00AA01S22R,RDA00AA01S22R,DDA00AA01S22R,DDB00AA01S22R,DDH00AA01S22R,DDW00AA01S22R,DDI00AA01S22R,DD300AA01S22R,DD400AA01S22R,DD200AA01S22R,DDS00AA01S22R,DNS00AA01S22R,DNC00AA01S22R,DNM00AA01S22R,DDE00AA01S22R,DD000AA01S22R,
,2021,SDA00AA01S21R,RDA00AA01S21R,DDA00AA01S21R,DDB00AA01S21R,DDH00AA01S21R,DDW00AA01S21R,DDI00AA01S21R,DD300AA01S21R,DD400AA01S21R,DD200AA01S21R,DDS00AA01S21R,DNS00AA01S21R,DNC00AA01S21R,DNM00AA01S21R,DDE00AA01S21R,DD000AA01S21R,
At Meets Grade Level or Above,2022,SDA00AA01222R,RDA00AA01222R,DDA00AA01222R,DDB00AA01222R,DDH00AA01222R,DDW00AA01222R,DDI00AA01222R,DD300AA01222R,DD400AA01222R,DD200AA01222R,DDS00AA01222R,DNS00AA01222R,DNC00AA01222R,DNM00AA01222R,DDE00AA01222R,DD000AA01222R,
,2021,SDA00AA01221R,RDA00AA01221R,DDA00AA01221R,DDB00AA01221R,DDH00AA01221R,DDW00AA01221R,DDI00AA01221R,DD300AA01221R,DD400AA01221R,DD200AA01221R,DDS00AA01221R,DNS00AA01221R,DNC00AA01221R,DNM00AA01221R,DDE00AA01221R,DD000AA01221R,
At Masters Grade Level,2022,SDA00AA01322R,RDA00AA01322R,DDA00AA01322R,DDB00AA01322R,DDH00AA01322R,DDW00AA01322R,DDI00AA01322R,DD300AA01322R,DD400AA01322R,DD200AA01322R,DDS00AA01322R,DNS00AA01322R,DNC00AA01322R,DNM00AA01322R,DDE00AA01322R,DD000AA01322R,
,2021,SDA00AA01321R,RDA00AA01321R,DDA00AA01321R,DDB00AA01321R,DDH00AA01321R,DDW00AA01321R,DDI00AA01321R,DD300AA01321R,DD400AA01321R,DD200AA01321R,DDS00AA01321R,DNS00AA01321R,DNC00AA01321R,DNM00AA01321R,DDE00AA01321R,DD000AA01321R,
All Grades All Subjects,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2022,SDA00A001S22R,RDA00A001S22R,DDA00A001S22R,DDB00A001S22R,DDH00A001S22R,DDW00A001S22R,DDI00A001S22R,DD300A001S22R,DD400A001S22R,DD200A001S22R,DDS00A001S22R,DNS00A001S22R,DNC00A001S22R,DNM00A001S22R,DDE00A001S22R,DD000A001S22R,
,2021,SDA00A001S21R,RDA00A001S21R,DDA00A001S21R,DDB00A001S21R,DDH00A001S21R,DDW00A001S21R,DDI00A001S21R,DD300A001S21R,DD400A001S21R,DD200A001S21R,DDS00A001S21R,DNS00A001S21R,DNC00A001S21R,DNM00A001S21R,DDE00A001S21R,DD000A001S21R,
At Meets Grade Level or Above,2022,SDA00A001222R,RDA00A001222R,DDA00A001222R,DDB00A001222R,DDH00A001222R,DDW00A001222R,DDI00A001222R,DD300A001222R,DD400A001222R,DD200A001222R,DDS00A001222R,DNS00A001222R,DNC00A001222R,DNM00A001222R,DDE00A001222R,DD000A001222R,
,2021,SDA00A001221R,RDA00A001221R,DDA00A001221R,DDB00A001221R,DDH00A001221R,DDW00A001221R,DDI00A001221R,DD300A001221R,DD400A001221R,DD200A001221R,DDS00A001221R,DNS00A001221R,DNC00A001221R,DNM00A001221R,DDE00A001221R,DD000A001221R,
