,School Year,State,District,Campus,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed (Current),Special Ed (Former),Continu- ously Enrolled,Non-Continu- ously Enrolled,Econ Disadv,EB/EL (Current & Monitored),
All Grades Both Subjects,2019,SDA00A00200019R,DDA00A00200019R,CDA00A00200019R,CDB00A00200019R,CDH00A00200019R,CDW00A00200019R,CDI00A00200019R,CD300A00200019R,"CD400A00200019R
:unselected:","CD200A00200019R
:unselected:","CDS00A00200019R
:unselected:","CNS00A00200019R
:unselected:","CNC00A00200019R
:unselected:","CNM00A00200019R
:unselected:",CDE00A00200019R,"CD000A00200019R
:unselected:",
,2018,SDA00A00200018R,DDA00A00200018R,CDA00A00200018R,CDB00A00200018R,CDH00A00200018R,CDW00A00200018R,CDI00A00200018R,CD300A00200018R,"CD400A00200018R
:unselected:","CD200A00200018R
:unselected:","CDS00A00200018R
:unselected:","CNS00A00200018R
:unselected:","CNC00A00200018R
:unselected:","CNM00A00200018R
:unselected:",CDE00A00200018R,"CD000A00200018R
:unselected:",
All Grades ELA/Reading,2019,SDA00AR0200019R,DDA00AR0200019R,"CDA00AR0200019R
:unselected:",CDB00AR0200019R,CDH00AR0200019R,CDW00AR0200019R,CDI00AR0200019R,CD300AR0200019R,"CD400AR0200019R
:unselected:","CD200AR0200019R
:unselected:",CDS00AR0200019R,"CNS00AR0200019R
:unselected:","CNC00AR0200019R
:unselected:","CNM00AR0200019R
:unselected:",CDE00AR0200019R,"CD000AR0200019R
:unselected:",
,2018,SDA00AR0200018R,DDA00AR0200018R,CDA00AR0200018R,CDB00AR0200018R,CDH00AR0200018R,CDW00AR0200018R,CDI00AR0200018R,CD300AR0200018R,"CD400AR0200018R
:unselected:","CD200AR0200018R
:unselected:",CDS00AR0200018R,"CNS00AR0200018R
:unselected:","CNC00AR0200018R
:unselected:","CNM00AR0200018R
:unselected:",CDE00AR0200018R,"CD000AR0200018R
:unselected:",
All Grades Mathematics,2019 2018,SDA00AM0200019R SDA00AM0200018R,DDA00AM0200019R,CDA00AM0200019R,CDB00AM0200019R,CDH00AM0200019R,CDW00AM0200019R,CDI00AM0200019R CDI00AM0200018R,CD300AM0200019R CD300AM0200018R,"CD400AM0200019R CD400AM0200018R
:unselected:
:unselected:","CD200AM0200019R CD200AM0200018R
:unselected:
:unselected:","CDS00AM0200019R CDS00AM0200018R
:unselected:
:unselected:","CNS00AM0200019R CNS00AM0200018R
:unselected:
:unselected:","CNC00AM0200019R CNC00AM0200018R
:unselected:
:unselected:","CNM00AM0200019R CNM00AM0200018R
:unselected:
:unselected:",CDE00AM0200019R CDE00AM0200018R,"CD000AM0200019R CD000AM0200018R
:unselected:
:unselected:",
,,,DDA00AM0200018R,"CDA00AM0200018R
:unselected:",CDB00AM0200018R,CDH00AM0200018R,CDW00AM0200018R,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,State,District,Campus,Total Bilingual Education,BE-Trans,BE-Trans,BE-Dual,BE-Dual,ALP Bilingual (Exception),Total ESL,ESL Content-Based,ESL Pull-Out,ALP ESL (Waiver),EB/EL with,Never EB/EL,Total EB/EL (Current),Monitored & Former EB/EL
,,,,,,Early Exit,Late Exit,Two-Way,One-Way,,,,,,Parental Denial,,,
STAAR Performance Rate by Subject and Performance Level All Grades All,,,,,,,,,,,,,,,,,,
Subjects At Approaches Grade Level or Above,2021 2019,SDA00A001S21R SDA00A001S19R,DDA00A001S21R DDA00A001S19R,CDA00A001S21R CDA00A001S19R,CDU00A001S21R CDU00A001S19R,CDJ00A001S21R CDJ00A001S19R,CDK00A001S21R CDK00A001S19R,CDQ00A001S21R CDQ00A001S19R,CDT00A001S21R CDT00A001S19R,CNB00A001S21R,CDC00A001S21R CDC00A001S19R,CDX00A001S21R CDX00A001S19R,CDY00A001S21R CDY00A001S19R,CNE00A001S21R,CDZ00A001S21R CDZ00A001S19R,CNN00A001S21R,CDL00A001S21R CDL00A001S19R,CNT00A001S21R
At Meets Grade Level or Above,2021,SDA00A001221R,DDA00A001221R,CDA00A001221R,CDU00A001221R,CDJ00A001221R,CDK00A001221R,CDQ00A001221R,CDT00A001221R,CNB00A001221R,CDC00A001221R,CDX00A001221R,CDY00A001221R,CNE00A001221R,CDZ00A001221R,CNN00A001221R,CDL00A001221R,CNT00A001221R
,2019,SDA00A001219R,DDA00A001219R,CDA00A001219R,CDU00A001219R,CDJ00A001219R,CDK00A001219R,CDQ00A001219R,CDT00A001219R,,CDC00A001219R,CDX00A001219R,CDY00A001219R,,CDZ00A001219R,,CDL00A001219R,
At Masters Grade Level,2021,SDA00A001321R,DDA00A001321R,CDA00A001321R,CDU00A001321R,CDJ00A001321R,CDK00A001321R,CDQ00A001321R,CDT00A001321R,CNB00A001321R,CDC00A001321R,CDX00A001321R,CDY00A001321R,CNE00A001321R,CDZ00A001321R,CNN00A001321R,CDL00A001321R,CNT00A001321R
,2019,SDA00A001319R,DDA00A001319R,CDA00A001319R,CDU00A001319R,CDJ00A001319R,CDK00A001319R,CDQ00A001319R,CDT00A001319R,,CDC00A001319R,CDX00A001319R,CDY00A001319R,,CDZ00A001319R,,CDL00A001319R,
All Grades ELA/Reading At Approaches Grade Level or Above,2021,SDA00AR01S21R,DDA00AR01S21R,CDA00AR01S21R,CDU00AR01S21R,CDJ00AR01S21R,CDK00AR01S21R,CDQ00AR01S21R,CDT00AR01S21R,CNB00AR01S21R,CDC00AR01S21R,CDX00AR01S21R,CDY00AR01S21R,CNE00AR01S21R,CDZ00AR01S21R,CNN00AR01S21R,CDL00AR01S21R,CNT00AR01S21R
,2019,SDA00AR01S19R,DDA00AR01S19R,CDA00AR01S19R,CDU00AR01S19R,CDJ00AR01S19R,CDK00AR01S19R,CDQ00AR01S19R,CDT00AR01S19R,,CDC00AR01S19R,CDX00AR01S19R,CDY00AR01S19R,,CDZ00AR01S19R,,CDL00AR01S19R,
At Meets Grade Level or Above,2021,SDA00AR01321R,DDA00AR01321R,CDA00AR01321R,CDU00AR01321R,CDJ00AR01321R,CDK00AR01321R,CDQ00AR01321R,CDT00AR01321R,CNB00AR01221R,CDC00AR01321R,CDX00AR01321R,CDY00AR01321R,CNE00AR01221R,CDZ00AR01321R,CNN00AR01221R,CDL00AR01321R,CNT00AR01221R
,2019,SDA00AR01319R,DDA00AR01319R,CDA00AR01319R,CDU00AR01319R,CDJ00AR01319R,CDK00AR01319R,CDQ00AR01319R,CDT00AR01319R,,CDC00AR01319R,CDX00AR01319R,CDY00AR01319R,,CDZ00AR01319R,,CDL00AR01319R,
At Masters Grade Level,2021,SDA00AR01221R,DDA00AR01221R,CDA00AR01221R,CDU00AR01221R,CDJ00AR01221R,CDK00AR01221R,CDQ00AR01221R,CDT00AR01221R,CNB00AR01321R,CDC00AR01221R,CDX00AR01221R,CDY00AR01221R,CNE00AR01321R,CDZ00AR01221R,CNN00AR01321R,CDL00AR01221R,CNT00AR01321R
,2019,SDA00AR01219R,DDA00AR01219R,CDA00AR01219R,CDU00AR01219R,CDJ00AR01219R,CDK00AR01219R,CDQ00AR01219R,CDT00AR01219R,,CDC00AR01219R,CDX00AR01219R,CDY00AR01219R,,CDZ00AR01219R,,CDL00AR01219R,
All Grades Mathematics,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,SDA00AM01S21R,DDA00AM01S21R,CDA00AM01S21R,CDU00AM01S21R,CDJ00AM01S21R,CDK00AM01S21R,CDQ00AM01S21R,CDT00AM01S21R,CNB00AM01S21R,CDC00AM01S21R,CDX00AM01S21R,CDY00AM01S21R,CNE00AM01S21R,CDZ00AM01S21R,CNN00AM01S21R,CDL00AM01S21R,CNT00AM01S21R
,2019,SDA00AM01S19R,DDA00AM01S19R,CDA00AM01S19R,CDU00AM01S19R,CDJ00AM01S19R,CDK00AM01S19R,CDQ00AM01S19R,CDT00AM01S19R,,CDC00AM01S19R,CDX00AM01S19R,CDY00AM01S19R,,CDZ00AM01S19R,,CDL00AM01S19R,
At Meets Grade Level or Above,2021,SDA00AM01221R,DDA00AM01221R,CDA00AM01221R,CDU00AM01221R,CDJ00AM01221R,CDK00AM01221R,CDQ00AM01221R,CDT00AM01221R,CNB00AM01221R,CDC00AM01221R,CDX00AM01221R,CDY00AM01221R,CNE00AM01221R,CDZ00AM01221R,CNN00AM01221R,CDL00AM01221R,CNT00AM01221R
,2019,SDA00AM01219R,DDA00AM01219R,CDA00AM01219R,CDU00AM01219R,CDJ00AM01219R,CDK00AM01219R,CDQ00AM01219R,CDT00AM01219R,,CDC00AM01219R,CDX00AM01219R,CDY00AM01219R,,CDZ00AM01219R,,CDL00AM01219R,
At Masters Grade Level,2021,SDA00AM01321R,DDA00AM01321R,CDA00AM01321R,CDU00AM01321R,CDJ00AM01321R,CDK00AM01321R,CDQ00AM01321R,CDT00AM01321R,CNB00AM01321R,CDC00AM01321R,CDX00AM01321R,CDY00AM01321R,CNE00AM01321R,CDZ00AM01321R,CNN00AM01321R,CDL00AM01321R,CNT00AM01321R
,2019,SDA00AM01319R,DDA00AM01319R,CDA00AM01319R,CDU00AM01319R,CDJ00AM01319R,CDK00AM01319R,CDQ00AM01319R,CDT00AM01319R,,CDC00AM01319R,CDX00AM01319R,CDY00AM01319R,,CDZ00AM01319R,,CDL00AM01319R,
All Grades Writing,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,SDA00AW01S21R,DDA00AW01S21R,CDA00AW01S21R,CDU00AW01S21R,CDJ00AW01S21R,CDK00AW01S21R,CDQ00AW01S21R,CDT00AW01S21R,CNB00AW01S21R,CDC00AW01S21R,CDX00AW01S21R,CDY00AW01S21R,CNE00AW01S21R,CDZ00AW01S21R,CNN00AW01S21R,CDL00AW01S21R,CNT00AW01S21R
,2019,SDA00AW01S19R,DDA00AW01S19R,CDA00AW01S19R,CDU00AW01S19R,CDJ00AW01S19R,CDK00AW01S19R,CDQ00AW01S19R,CDT00AW01S19R,,CDC00AW01S19R,CDX00AW01S19R,CDY00AW01S19R,,CDZ00AW01S19R,,CDL00AW01S19R,
At Meets Grade Level or Above,2021,SDA00AW01221R,DDA00AW01221R,CDA00AW01221R,CDU00AW01221R,CDJ00AW01221R,CDK00AW01221R,CDQ00AW01221R,CDT00AW01221R,CNB00AW01221R,CDC00AW01221R,CDX00AW01221R,CDY00AW01221R,CNE00AW01221R,CDZ00AW01221R,CNN00AW01221R,CDL00AW01221R,CNT00AW01221R
,2019,SDA00AW01219R,DDA00AW01219R,CDA00AW01219R,CDU00AW01219R,CDJ00AW01219R,CDK00AW01219R,CDQ00AW01219R,CDT00AW01219R,,CDC00AW01219R,CDX00AW01219R,CDY00AW01219R,,CDZ00AW01219R,,CDL00AW01219R,
At Masters Grade Level,2021,SDA00AW01321R,DDA00AW01321R,CDA00AW01321R,CDU00AW01321R,CDJ00AW01321R,CDK00AW01321R,CDQ00AW01321R,CDT00AW01321R,CNB00AW01321R,CDC00AW01321R,CDX00AW01321R,CDY00AW01321R,CNE00AW01321R,CDZ00AW01321R,CNN00AW01321R,CDL00AW01321R,CNT00AW01321R
,2019,SDA00AW01319R,DDA00AW01319R,CDA00AW01319R,CDU00AW01319R,CDJ00AW01319R,CDK00AW01319R,CDQ00AW01319R,CDT00AW01319R,,CDC00AW01319R,CDX00AW01319R,CDY00AW01319R,,CDZ00AW01319R,,CDL00AW01319R,
All Grades Science,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,SDA00AC01S21R,DDA00AC01S21R,CDA00AC01S21R,CDU00AC01S21R,CDJ00AC01S21R,CDK00AC01S21R,CDQ00AC01S21R,CDT00AC01S21R,CNB00AC01S21R,CDC00AC01S21R,CDX00AC01S21R,CDY00AC01S21R,CNE00AC01S21R,CDZ00AC01S21R,CNN00AC01S21R,CDL00AC01S21R,CNT00AC01S21R
,2019,SDA00AC01S19R,DDA00AC01S19R,CDA00AC01S19R,CDU00AC01S19R,CDJ00AC01S19R,CDK00AC01S19R,CDQ00AC01S19R,CDT00AC01S19R,,CDC00AC01S19R,CDX00AC01S19R,CDY00AC01S19R,,CDZ00AC01S19R,,CDL00AC01S19R,
At Meets Grade Level or Above,2021,SDA00AC01221R,DDA00AC01221R,CDA00AC01221R,CDU00AC01221R,CDJ00AC01221R,CDK00AC01221R,CDQ00AC01221R,CDT00AC01221R,CNB00AC01221R,CDC00AC01221R,CDX00AC01221R,CDY00AC01221R,CNE00AC01221R,CDZ00AC01221R,CNN00AC01221R,CDL00AC01221R,CNT00AC01221R
,2019,SDA00AC01219R,DDA00AC01219R,CDA00AC01219R,CDU00AC01219R,CDJ00AC01219R,CDK00AC01219R,CDQ00AC01219R,CDT00AC01219R,,CDC00AC01219R,CDX00AC01219R,CDY00AC01219R,,CDZ00AC01219R,,CDL00AC01219R,
At Masters Grade Level,2021,SDA00AC01321R,DDA00AC01321R,CDA00AC01321R,CDU00AC01321R,CDJ00AC01321R,CDK00AC01321R,CDQ00AC01321R,CDT00AC01321R,CNB00AC01321R,CDC00AC01321R,CDX00AC01321R,CDY00AC01321R,CNE00AC01321R,CDZ00AC01321R,CNN00AC01321R,CDL00AC01321R,CNT00AC01321R
,2019,SDA00AC01319R,DDA00AC01319R,CDA00AC01319R,CDU00AC01319R,CDJ00AC01319R,CDK00AC01319R,CDQ00AC01319R,CDT00AC01319R,,CDC00AC01319R,CDX00AC01319R,CDY00AC01319R,,CDZ00AC01319R,,CDL00AC01319R,
All Grades Social Studies,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,SDA00AS01S21R,DDA00AS01S21R,CDA00AS01S21R,CDU00AS01S21R,CDJ00AS01S21R,CDK00AS01S21R,CDQ00AS01S21R,CDT00AS01S21R,CNB00AS01S21R,CDC00AS01S21R,CDX00AS01S21R,CDY00AS01S21R,CNE00AS01S21R,CDZ00AS01S21R,CNN00AS01S21R,CDL00AS01S21R,CNT00AS01S21R
,2019,SDA00AS01S19R,DDA00AS01S19R,CDA00AS01S19R,CDU00AS01S19R,CDJ00AS01S19R,CDK00AS01S19R,CDQ00AS01S19R,CDT00AS01S19R,,CDC00AS01S19R,CDX00AS01S19R,CDY00AS01S19R,,CDZ00AS01S19R,,CDL00AS01S19R,
At Meets Grade Level or Above,2021,SDA00AS01221R,DDA00AS01221R,CDA00AS01221R,CDU00AS01221R,CDJ00AS01221R,CDK00AS01221R,CDQ00AS01221R,CDT00AS01221R,CNB00AS01221R,CDC00AS01221R,CDX00AS01221R,CDY00AS01221R,CNE00AS01221R,CDZ00AS01221R,CNN00AS01221R,CDL00AS01221R,CNT00AS01221R
,2019,SDA00AS01219R,DDA00AS01219R,CDA00AS01219R,CDU00AS01219R,CDJ00AS01219R,CDK00AS01219R,CDQ00AS01219R,CDT00AS01219R,,CDC00AS01219R,CDX00AS01219R,CDY00AS01219R,,CDZ00AS01219R,,CDL00AS01219R,
At Masters Grade Level,2021,SDA00AS01321R,DDA00AS01321R,CDA00AS01321R,CDU00AS01321R,CDJ00AS01321R,CDK00AS01321R,CDQ00AS01321R,CDT00AS01321R,CNB00AS01321R,CDC00AS01321R,CDX00AS01321R,CDY00AS01321R,CNE00AS01321R,CDZ00AS01321R,CNN00AS01321R,CDL00AS01321R,CNT00AS01321R
,2019,SDA00AS01319R,DDA00AS01319R,CDA00AS01319R,CDU00AS01319R,CDJ00AS01319R,CDK00AS01319R,CDQ00AS01319R,CDT00AS01319R,,CDC00AS01319R,CDX00AS01319R,CDY00AS01319R,,CDZ00AS01319R,,CDL00AS01319R,
,,,,,,,,,,,,,,,,,,
,State,District,Campus,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed (Current),Special Ed (Former),Continuously Enrolled,Non- Continuously Enrolled,Econ Disadv,EB/EL (Current & Monitored),,
2021 STAAR Participation (All Grades),,,,,,,,,,,,,,,,,,
All Tests,,,,,,,,,,,,,,,,,,
Assessment Participant,SDA00A00T021R,DDA00A00T021R,CDA00A00T021R,CDB00A00T021R,CDH00A00T021R,CDW00A00T021R,CDI00A00T021R,CD300A00T021R,CD400A00T021R,CD200A00T021R,CDS00A00T021R,CNS00A00T021R,CNC00A00T021R,CNM00A00T021R,CDE00A00T021R,CD000A00T021R,,
Included in Accountability,SDAYAA00T021R,DDAYAA00T021R,CDAYAA00T021R,CDBYAA00T021R,CDHYAA00T021R,CDWYAA00T021R,CDIYAA00T021R,CD3YAA00T021R,CD4YAA00T021R,CD2YAA00T021R,CDSYAA00T021R,CNSYAA00T021R,CNCYAA00T021R,CNMYAA00T021R,CDEYAA00T021R,CD0YAA00T021R,,
Not Included in Accountability Mobile,SDAYMA00T021R,DDAYMA00T021R,CDAYMA00T021R,CDBYMA00T021R,CDHYMA00T021R,CDWYMA00T021R,CDIYMA00T021R,CD3YMA00T021R,"CD4YMA00T021R
:unselected:",CD2YMA00T021R,CDSYMA00T021R,"CNSYMA00T021R
:unselected:",CNCYMA00T021R,CNMYMA00T021R,CDEYMA00T021R,CD0YMA00T021R,,
Other Exclusions,SDAYXA00T021R,DDAYXA00T021R,CDAYXA00T021R,CDBYXA00T021R,CDHYXA00T021R,CDWYXA00T021R,CDIYXA00T021R,CD3YXA00T021R,CD4YXA00T021R,CD2YXA00T021R,CDSYXA00T021R,CNSYXA00T021R,CNCYXA00T021R,CNMYXA00T021R,CDEYXA00T021R,CD0YXA00T021R,,
Not Tested,SDANTA00T021R,DDANTA00T021R,CDANTA00T021R,CDBNTA00T021R,CDHNTA00T021R,CDWNTA00T021R,CDINTA00T021R,CD3NTA00T021R,CD4NTA00T021R,CD2NTA00T021R,CDSNTA00T021R,CNSNTA00T021R,CNCNTA00T021R,CNMNTA00T021R,CDENTA00T021R,CD0NTA00T021R,,
Absent Other,SDANAA00T021R SDANOA00T021R,DDANAA00T021R DDANOA00T021R,CDANAA00T021R CDANOA00T021R,CDBNAA00T021R CDBNOA00T021R,CDHNAA00T021R CDHNOA00T021R,CDWNAA00T021R CDWNOA00T021R,CDINAA00T021R CDINOA00T021R,CD3NAA00T021R CD3NOA00T021R,CD4NAA00T021R CD4NOA00T021R,CD2NAA00T021R CD2NOA00T021R,CDSNAA00T021R CDSNOA00T021R,CNSNAA00T021R CNSNOA00T021R,CNCNAA00T021R CNCNOA00T021R,CNMNAA00T021R CNMNOA00T021R,CDENAA00T021R CDENOA00T021R,CD0NAA00T021R CD0NOA00T021R,,
2019 STAAR Participation (All Grades),,,,,,,,,,,,,,,,,,
All Tests,,,,,,,,,,,,,,,,,,
Assessment Participant,SDA00A00T019R,DDA00A00T019R,CDA00A00T019R,CDB00A00T019R,CDH00A00T019R,CDW00A00T019R,CDI00A00T019R,CD300A00T019R,CD400A00T019R,CD200A00T019R,CDS00A00T019R,CNS00A00T019R,"CNC00A00T019R
:unselected:",CNM00A00T019R,CDE00A00T019R,CD000A00T019R,,
Included in Accountability Not Included in,SDAYAA00T019R,DDAYAA00T019R,CDAYAA00T019R,CDBYAA00T019R,CDHYAA00T019R,CDWYAA00T019R,CDIYAA00T019R,CD3YAA00T019R,CD4YAA00T019R,CD2YAA00T019R,CDSYAA00T019R,CNSYAA00T019R,CNCYAA00T019R,CNMYAA00T019R,CDEYAA00T019R,CD0YAA00T019R,,
"Accountability
Mobile",SDAYMA00T019R,DDAYMA00T019R,CDAYMA00T019R,CDBYMA00T019R,CDHYMA00T019R,CDWYMA00T019R,CDIYMA00T019R,CD3YMA00T019R,CD4YMA00T019R,CD2YMA00T019R,CDSYMA00T019R,CNSYMA00T019R,CNCYMA00T019R,CNMYMA00T019R,CDEYMA00T019R,CD0YMA00T019R,,
Other Exclusions,SDAYXA00T019R,DDAYXA00T019R,CDAYXA00T019R,CDBYXA00T019R,CDHYXA00T019R,CDWYXA00T019R,CDIYXA00T019R,CD3YXA00T019R,CD4YXA00T019R,CD2YXA00T019R,CDSYXA00T019R,CNSYXA00T019R,CNCYXA00T019R,CNMYXA00T019R,CDEYXA00T019R,CD0YXA00T019R,,
Not Tested,SDANTA00T019R,DDANTA00T019R,CDANTA00T019R,CDBNTA00T019R,CDHNTA00T019R,CDWNTA00T019R,CDINTA00T019R,CD3NTA00T019R,CD4NTA00T019R,CD2NTA00T019R,CDSNTA00T019R,CNSNTA00T019R,CNCNTA00T019R,CNMNTA00T019R,CDENTA00T019R,CD0NTA00T019R,,
Absent,SDANAA00T019R,DDANAA00T019R,CDANAA00T019R,CDBNAA00T019R,CDHNAA00T019R,CDWNAA00T019R,CDINAA00T019R,CD3NAA00T019R,CD4NAA00T019R,CD2NAA00T019R,CDSNAA00T019R,CNSNAA00T019R,CNCNAA00T019R,CNMNAA00T019R,CDENAA00T019R,CD0NAA00T019R,,
Other,SDANOA00T019R,DDANOA00T019R,CDANOA00T019R,CDBNOA00T019R,CDHNOA00T019R,CDWNOA00T019R,CDINOA00T019R,CD3NOA00T019R,CD4NOA00T019R,CD2NOA00T019R,CDSNOA00T019R,CNSNOA00T019R,"CNCNOA00T019R
:unselected:",CNMNOA00T019R,CDENOA00T019R,CD0NOA00T019R,,
,,,,,,,,,,,,,,,,,,
,State,District,Campus,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed,Econ Disadv,EB/EL,,,,,
Attendance Rate,,,,,,,,,,,,,,,,,,
2019-20,SA0AT20R,DA0AT20R,CA0AT20R,CB0AT20R,CH0AT20R,CW0AT20R,CI0AT20R,C30AT20R,C40AT20R,C20AT20R,CS0AT20R,CE0AT20R,CL0AT20R,,,,,
2018-19,SA0AT19R,DA0AT19R,CA0AT19R,CB0AT19R,CH0AT19R,CW0AT19R,CI0AT19R,C30AT19R,C40AT19R,C20AT19R,CS0AT19R,CE0AT19R,CL0AT19R,,,,,
Chronic Absenteeism 2019-20,SA0CA20R,DA0CA20R,CA0CA20R,CB0CA20R,CH0CA20R,CW0CA20R,CI0CA20R,C30CA20R,C40CA20R,C20CA20R,CS0CA20R,CE0CA20R,CL0CA20R,,,,,
2018-19,SA0CA19R,DA0CA19R,CA0CA19R,CB0CA19R,CH0CA19R,CW0CA19R,CI0CA19R,C30CA19R,C40CA19R,C20CA19R,CS0CA19R,CE0CA19R,CL0CA19R,,,,,
Annual Dropout Rate (Gr 7-8),,,,,,,,,,,,,,,,,,
2019-20 2018-19,SA0708DR20R SA0708DR19R,DA0708DR20R DA0708DR19R,CA0708DR20R CA0708DR19R,CB0708DR20R CB0708DR19R,"CH0708DR20R
CH0708DR19R","CW0708DR20R
CW0708DR19R",CI0708DR20R CI0708DR19R,C30708DR20R C30708DR19R,C40708DR20R C40708DR19R,C20708DR20R C20708DR19R,CS0708DR20R CS0708DR19R,CE0708DR20R CE0708DR19R,CL0708DR20R CL0708DR19R,,,,,
Annual Dropout Rate (Gr 9-12),,,,,,,,,,,,,,,,,,
2019-20,SA0912DR20R,DA0912DR20R,CA0912DR20R,CB0912DR20R,CH0912DR20R,CW0912DR20R,CI0912DR20R,C30912DR20R,C40912DR20R,C20912DR20R,CS0912DR20R,CE0912DR20R,CL0912DR20R,,,,,
2018-19,SA0912DR19R,DA0912DR19R,CA0912DR19R,CB0912DR19R,CH0912DR19R,CW0912DR19R,CI0912DR19R,C30912DR19R,C40912DR19R,C20912DR19R,CS0912DR19R,CE0912DR19R,CL0912DR19R,,,,,
4-Year Longitudinal Rate (Gr 9-12),,,,,,,,,,,,,,,,,,
Class of 2020,,,,,,,,,,,,,,,,,,
Graduated,SAGC420R,DAGC4X20R,CAGC4X20R,CBGC4X20R,CHGC4X20R,CWGC4X20R,CIGC4X20R,C3GC4X20R,C4GC4X20R,C2GC4X20R,CSGC4X20R,CEGC4X20R,CLGC4X20R,,,,,
Received TxCHSE,SAEC420R,DAEC4X20R,CAEC4X20R,CBEC4X20R,CHEC4X20R,CWEC4X20R,CIEC4X20R,C3EC4X20R,C4EC4X20R,C2EC4X20R,CSEC4X20R,CEEC4X20R,CLEC4X20R,,,,,
Continued HS,SANC420R,DANC4X20R,CANC4X20R,CBNC4X20R,CHNC4X20R,CWNC4X20R,CINC4X20R,C3NC4X20R,C4NC4X20R,C2NC4X20R,CSNC4X20R,CENC4X20R,CLNC4X20R,,,,,
Dropped Out,SADC420R,DADC4X20R,CADC4X20R,CBDC4X20R,CHDC4X20R,CWDC4X20R,CIDC4X20R,C3DC4X20R,C4DC4X20R,C2DC4X20R,CSDC4X20R,CEDC4X20R,CLDC4X20R,,,,,
Graduates and TxCHSE,SA3C420R,DA3C4X20R,CA3C4X20R,CB3C4X20R,CH3C4X20R,CW3C4X20R,CI3C4X20R,C33C4X20R,C43C4X20R,C23C4X20R,CS3C4X20R,CE3C4X20R,CL3C4X20R,,,,,
"Grads, TxCHSE, & Cont",SA2C420R,DA2C4X20R,CA2C4X20R,CB2C4X20R,CH2C4X20R,CW2C4X20R,CI2C4X20R,C32C4X20R,C42C4X20R,C22C4X20R,CS2C4X20R,CE2C4X20R,CL2C4X20R,,,,,
Class of 2019,,,,,,,,,,,,,,,,,,
Graduated,SAGC419R,DAGC4X19R,CAGC4X19R,CBGC4X19R,CHGC4X19R,CWGC4X19R,CIGC4X19R,C3GC4X19R,C4GC4X19R,C2GC4X19R,CSGC4X19R,CEGC4X19R,CLGC4X19R,,,,,
Received TxCHSE,SAEC419R,DAEC4X19R,CAEC4X19R,CBEC4X19R,CHEC4X19R,CWEC4X19R,CIEC4X19R,C3EC4X19R,C4EC4X19R,C2EC4X19R,CSEC4X19R,CEEC4X19R,CLEC4X19R,,,,,
Continued HS,SANC419R,DANC4X19R,CANC4X19R,CBNC4X19R,CHNC4X19R,CWNC4X19R,CINC4X19R,C3NC4X19R,C4NC4X19R,C2NC4X19R,CSNC4X19R,CENC4X19R,CLNC4X19R,,,,,
Dropped Out,SADC419R,DADC4X19R,CADC4X19R,CBDC4X19R,CHDC4X19R,CWDC4X19R,CIDC4X19R,C3DC4X19R,C4DC4X19R,C2DC4X19R,CSDC4X19R,CEDC4X19R,CLDC4X19R,,,,,
Graduates and TxCHSE,SA3C419R,DA3C4X19R,CA3C4X19R,CB3C4X19R,CH3C4X19R,CW3C4X19R,CI3C4X19R,C33C4X19R,C43C4X19R,C23C4X19R,CS3C4X19R,CE3C4X19R,CL3C4X19R,,,,,
"Grads, TxCHSE, & Cont",SA2C419R,DA2C4X19R,CA2C4X19R,CB2C4X19R,CH2C4X19R,CW2C4X19R,CI2C4X19R,C32C4X19R,C42C4X19R,C22C4X19R,CS2C4X19R,CE2C4X19R,CL2C4X19R,,,,,
5-Year Extended Longitudinal Rate (Gr 9-12),,,,,,,,,,,,,,,,,,
Class of 2019,,,,,,,,,,,,,,,,,,
Graduated,SAGC519R,DAGC5X19R,CAGC5X19R,CBGC5X19R,CHGC5X19R,CWGC5X19R,CIGC5X19R,C3GC5X19R,C4GC5X19R,C2GC5X19R,CSGC5X19R,CEGC5X19R,CLGC5X19R,,,,,
Received TxCHSE,SAEC519R,DAEC5X19R,CAEC5X19R,CBEC5X19R,CHEC5X19R,CWEC5X19R,CIEC5X19R,C3EC5X19R,C4EC5X19R,C2EC5X19R,CSEC5X19R,CEEC5X19R,CLEC5X19R,,,,,
Continued HS,SANC519R,DANC5X19R,CANC5X19R,CBNC5X19R,CHNC5X19R,CWNC5X19R,CINC5X19R,C3NC5X19R,C4NC5X19R,C2NC5X19R,CSNC5X19R,CENC5X19R,CLNC5X19R,,,,,
Dropped Out,SADC519R,DADC5X19R,CADC5X19R,CBDC5X19R,CHDC5X19R,CWDC5X19R,CIDC5X19R,C3DC5X19R,C4DC5X19R,C2DC5X19R,CSDC5X19R,CEDC5X19R,CLDC5X19R,,,,,
